时间步,模式,总步数,完成任务数,生成任务数,完成率,从生成到分配等待时间,从分配到实际装载上机等待时间,从上机到送达平均时间,从生成到完成总时间平均,从生成到完成总时间最大,超时率,平均时延,优先级1平均时延,优先级2平均时延,优先级3平均时延,总能量消耗
15387,train,976,60,60,1.0,72.63333333333334,68.16666666666667,106.5,247.3,669.0,0.41666666666666663,47.15,36.705882352941174,49.964285714285715,53.733333333333334,98866.82558756758
16363,train,866,60,60,1.0,38.75,65.26666666666667,94.75,198.76666666666668,533.0,0.2666666666666667,18.0,7.066666666666666,26.5,16.095238095238095,90365.30989561485
17229,train,1003,60,60,1.0,95.71666666666667,60.93333333333333,100.41666666666667,257.06666666666666,738.0,0.4833333333333333,50.416666666666664,42.38095238095238,50.3,59.421052631578945,100365.95913782336
18232,train,811,60,60,1.0,25.2,52.75,87.05,165.0,431.0,0.1166666666666667,13.1,16.0,8.333333333333334,14.5,83094.91576351752
19043,train,855,60,60,1.0,38.13333333333333,64.93333333333334,98.98333333333333,202.05,401.0,0.2833333333333333,17.766666666666666,25.88235294117647,10.217391304347826,19.55,89383.14535170721
19898,train,2000,59,60,0.9833333333333333,94.0677966101695,62.40677966101695,104.2542372881356,260.728813559322,654.0,0.4576271186440678,53.610169491525426,77.42105263157895,30.434782608695652,58.35294117647059,101940.91758204055
21898,test,963,60,60,1.0,48.53333333333333,61.833333333333336,96.23333333333333,206.6,530.0,0.21666666666666667,21.816666666666666,17.40909090909091,22.666666666666668,26.470588235294116,92479.79783640796
21898,train,979,60,60,1.0,103.0,61.75,97.55,262.3,630.0,0.3833333333333333,50.333333333333336,32.75,55.0,63.25,100187.46475489545
22877,train,853,60,60,1.0,48.916666666666664,56.166666666666664,104.65,209.73333333333332,554.0,0.23333333333333328,34.13333333333333,34.46666666666667,49.55555555555556,23.666666666666668,91241.79049543099
23730,train,914,60,60,1.0,84.83333333333333,57.25,94.7,236.78333333333333,545.0,0.35,37.78333333333333,31.0,45.6875,37.142857142857146,94863.4665054687
24644,train,908,60,60,1.0,87.53333333333333,45.56666666666667,105.95,239.05,868.0,0.2833333333333333,39.46666666666667,41.05263157894737,83.0625,10.36,97624.02002488643
25552,train,989,60,60,1.0,65.13333333333334,66.93333333333334,94.5,226.56666666666666,444.0,0.35,27.966666666666665,23.5,47.05,14.272727272727273,100135.52256012868
26541,train,2000,57,60,0.95,111.66666666666667,54.0,110.85964912280701,276.5263157894737,950.0,0.5087719298245614,59.824561403508774,35.85,44.3125,94.47619047619048,107218.70212742437
28541,train,898,60,60,1.0,46.416666666666664,59.36666666666667,84.51666666666667,190.3,464.0,0.25,22.933333333333334,11.857142857142858,25.625,31.17391304347826,90431.39050397195
29439,train,997,60,60,1.0,84.96666666666667,65.13333333333334,94.3,244.4,749.0,0.3666666666666667,43.11666666666667,34.375,53.30434782608695,38.61904761904762,101237.94498378066
30436,train,2000,59,60,0.9833333333333333,62.644067796610166,53.6271186440678,100.01694915254237,216.28813559322035,470.0,0.288135593220339,29.050847457627118,31.3125,42.31578947368421,17.041666666666668,98049.48552834596
32436,test,943,60,60,1.0,66.8,60.28333333333333,103.31666666666666,230.4,820.0,0.30000000000000004,40.86666666666667,8.105263157894736,30.77777777777778,75.82608695652173,99165.59609376693
32436,train,968,60,60,1.0,76.13333333333334,55.516666666666666,103.33333333333333,234.98333333333332,790.0,0.35,37.016666666666666,34.666666666666664,32.888888888888886,44.27777777777778,99797.82641844121
33404,train,917,60,60,1.0,61.05,63.016666666666666,98.88333333333334,222.95,516.0,0.35,27.2,42.611111111111114,28.666666666666668,14.541666666666666,98027.19329427813
34321,train,1022,60,60,1.0,68.88333333333334,62.31666666666667,109.38333333333334,240.58333333333334,652.0,0.3833333333333333,45.083333333333336,47.72222222222222,41.666666666666664,45.666666666666664,99681.4901094495
35343,train,881,60,60,1.0,57.7,55.88333333333333,105.01666666666667,218.6,665.0,0.31666666666666665,37.78333333333333,7.0,40.421052631578945,53.61538461538461,95884.74106124061
36224,train,967,60,60,1.0,99.46666666666667,66.5,106.83333333333333,272.8,944.0,0.4666666666666667,58.18333333333333,95.25,41.476190476190474,54.7037037037037,106490.92573624759
37191,train,892,60,60,1.0,65.2,57.9,87.88333333333334,210.98333333333332,725.0,0.25,27.683333333333334,19.235294117647058,28.08695652173913,34.4,96153.93003950764
38083,train,949,60,60,1.0,87.63333333333334,53.21666666666667,101.66666666666667,242.51666666666668,817.0,0.33333333333333337,40.81666666666667,42.43478260869565,49.85,28.0,98834.07255804764
39032,train,880,60,60,1.0,64.26666666666667,59.483333333333334,85.9,209.65,569.0,0.19999999999999996,27.8,39.833333333333336,12.789473684210526,30.782608695652176,87496.94665657381
39912,train,1041,60,60,1.0,90.75,59.4,103.26666666666667,253.41666666666666,768.0,0.4,48.05,25.44,44.888888888888886,84.6470588235294,105010.24103457626
40953,train,2000,58,60,0.9666666666666667,99.89655172413794,67.06896551724138,96.44827586206897,263.41379310344826,802.0,0.4482758620689655,57.310344827586206,33.85,53.31578947368421,86.0,104831.29632755686
42953,test,2000,57,60,0.95,70.24561403508773,66.6842105263158,124.70175438596492,261.63157894736844,971.0,0.38596491228070173,58.45614035087719,71.27272727272727,40.0,70.33333333333333,110684.02724565259
42953,train,2000,59,60,0.9833333333333333,91.44067796610169,63.47457627118644,109.54237288135593,264.45762711864404,840.0,0.5254237288135593,58.67796610169491,79.92307692307692,46.78947368421053,35.357142857142854,107420.77308395399
44953,train,943,60,60,1.0,68.48333333333333,70.85,107.18333333333334,246.51666666666668,797.0,0.31666666666666665,44.3,47.6,54.523809523809526,29.526315789473685,98768.60833829106
45896,train,949,60,60,1.0,79.28333333333333,68.5,89.0,236.78333333333333,866.0,0.30000000000000004,42.4,40.888888888888886,24.08695652173913,66.0,97934.19263201859
46845,train,943,60,60,1.0,106.1,62.71666666666667,91.33333333333333,260.15,864.0,0.3833333333333333,49.65,28.88235294117647,73.0,43.40909090909091,102962.33985357819
47788,train,928,60,60,1.0,73.45,66.78333333333333,96.7,236.93333333333334,856.0,0.33333333333333337,41.166666666666664,54.857142857142854,61.73684210526316,7.25,97671.7749062213
48716,train,938,60,60,1.0,93.96666666666667,62.88333333333333,83.65,240.5,670.0,0.35,37.75,46.875,48.291666666666664,17.8,93048.80327858454
49654,train,873,60,60,1.0,82.01666666666667,56.6,97.7,236.31666666666666,858.0,0.2666666666666667,39.43333333333333,23.714285714285715,17.1,65.07692307692308,95938.67937638472
50527,train,975,60,60,1.0,127.61666666666666,59.833333333333336,113.51666666666667,300.96666666666664,969.0,0.6166666666666667,72.08333333333333,100.05263157894737,42.69565217391305,80.11111111111111,107833.11657835678
51502,train,920,60,60,1.0,105.05,59.75,99.2,264.0,862.0,0.4833333333333333,50.833333333333336,67.75,61.64,10.266666666666667,97722.42738839115
52422,train,941,60,60,1.0,79.51666666666667,61.85,101.48333333333333,242.85,898.0,0.33333333333333337,40.71666666666667,58.42857142857143,11.80952380952381,53.77777777777778,98658.80088729976
53363,test,912,60,60,1.0,103.2,52.4,109.48333333333333,265.0833333333333,912.0,0.4666666666666667,62.53333333333333,30.958333333333332,89.17647058823529,78.57894736842105,99640.7434198844
53363,train,911,60,60,1.0,105.41666666666667,55.86666666666667,97.31666666666666,258.6,906.0,0.43333333333333335,51.0,47.2,21.4375,80.89473684210526,98346.90789401015
54274,train,952,60,60,1.0,57.65,62.36666666666667,95.93333333333334,215.95,770.0,0.2666666666666667,38.833333333333336,49.125,9.705882352941176,51.89473684210526,95490.11668079537
55226,train,938,60,60,1.0,64.98333333333333,65.36666666666666,92.98333333333333,223.33333333333334,877.0,0.23333333333333328,39.21666666666667,55.266666666666666,21.64,49.15,95043.49118016513
56164,train,934,60,60,1.0,67.33333333333333,65.53333333333333,113.4,246.26666666666668,892.0,0.33333333333333337,55.81666666666667,44.57142857142857,80.9047619047619,39.666666666666664,98161.9750819876
57098,train,851,60,60,1.0,76.31666666666666,63.31666666666667,86.96666666666667,226.6,600.0,0.2833333333333333,34.583333333333336,32.583333333333336,37.857142857142854,33.2,92915.52850652387
57949,train,1019,60,60,1.0,121.03333333333333,58.93333333333333,110.28333333333333,290.25,973.0,0.4833333333333333,75.63333333333334,98.9090909090909,87.56521739130434,23.2,107881.35083529571
58968,train,929,60,60,1.0,55.8,62.266666666666666,101.38333333333334,219.45,682.0,0.2666666666666667,38.36666666666667,23.88888888888889,76.76470588235294,22.0,97471.87915617802
59897,train,902,60,60,1.0,80.98333333333333,53.2,89.03333333333333,223.21666666666667,799.0,0.30000000000000004,41.85,58.2,34.370370370370374,39.44444444444444,93801.00746785391
60799,train,820,60,60,1.0,46.81666666666667,53.63333333333333,88.25,188.7,651.0,0.21666666666666667,20.35,14.434782608695652,17.608695652173914,34.57142857142857,88224.19844580964
61619,train,904,60,60,1.0,100.08333333333333,61.333333333333336,99.03333333333333,260.45,776.0,0.4666666666666667,52.85,42.0625,30.5,83.04545454545455,100634.98891291124
62523,train,856,60,60,1.0,76.03333333333333,63.45,101.46666666666667,240.95,693.0,0.31666666666666665,46.166666666666664,49.0625,16.272727272727273,73.95454545454545,96114.78745841101
63379,test,832,60,60,1.0,39.36666666666667,64.63333333333334,93.88333333333334,197.88333333333333,678.0,0.23333333333333328,25.883333333333333,28.0,29.666666666666668,18.68421052631579,88168.26097165652
63379,train,800,60,60,1.0,47.13333333333333,57.93333333333333,87.1,192.16666666666666,646.0,0.21666666666666667,23.333333333333332,30.866666666666667,31.52,7.45,84999.91740136074
64179,train,2000,59,60,0.9833333333333333,78.44067796610169,60.3728813559322,98.76271186440678,237.57627118644066,852.0,0.3389830508474576,44.54237288135593,20.266666666666666,92.1304347826087,9.761904761904763,101760.99094224133
66179,train,1006,60,60,1.0,99.16666666666667,61.916666666666664,105.76666666666667,266.85,960.0,0.3833333333333333,72.3,45.611111111111114,99.6,60.411764705882355,102872.35347636793
67185,train,909,60,60,1.0,81.46666666666667,62.4,95.21666666666667,239.08333333333334,781.0,0.31666666666666665,39.666666666666664,67.8,25.227272727272727,10.0,96345.34528422973
68094,train,2000,58,60,0.9666666666666667,116.75862068965517,62.56896551724138,107.86206896551724,287.1896551724138,941.0,0.5,74.05172413793103,63.095238095238095,62.714285714285715,103.3125,109061.79821504423
70094,train,960,60,60,1.0,87.01666666666667,59.31666666666667,96.6,242.93333333333334,917.0,0.33333333333333337,49.03333333333333,72.55555555555556,26.545454545454547,52.6,99618.87165686901
71054,train,894,60,60,1.0,85.85,69.86666666666666,92.56666666666666,248.28333333333333,870.0,0.3833333333333333,54.93333333333333,94.21739130434783,47.82608695652174,2.0714285714285716,99294.5802833848
71948,train,2000,59,60,0.9833333333333333,68.66101694915254,58.50847457627118,99.57627118644068,226.74576271186442,873.0,0.3220338983050848,33.71186440677966,47.578947368421055,13.047619047619047,42.68421052631579,101248.44892012175
73948,test,2000,58,60,0.9666666666666667,84.32758620689656,58.293103448275865,96.22413793103448,238.8448275862069,736.0,0.2931034482758621,47.3448275862069,41.833333333333336,59.333333333333336,35.5625,104935.31123991401
73948,train,2000,59,60,0.9833333333333333,114.47457627118644,66.03389830508475,104.91525423728814,285.4237288135593,1039.0,0.44067796610169496,78.91525423728814,112.42307692307692,58.4,43.46153846153846,108598.49245043875
75948,train,973,60,60,1.0,113.03333333333333,65.91666666666667,99.63333333333334,278.5833333333333,847.0,0.43333333333333335,60.833333333333336,102.3157894736842,43.464285714285715,37.61538461538461,105057.79742148818
76921,train,984,60,60,1.0,101.51666666666667,64.35,92.3,258.1666666666667,832.0,0.4,49.21666666666667,62.05263157894737,45.904761904761905,40.5,99263.40214937109
77905,train,2000,59,60,0.9833333333333333,48.49152542372882,59.644067796610166,108.91525423728814,217.05084745762713,687.0,0.22033898305084743,37.016949152542374,32.523809523809526,33.68181818181818,47.5,101609.2959007067
79905,train,2000,59,60,0.9833333333333333,112.66101694915254,72.28813559322033,104.84745762711864,289.79661016949154,838.0,0.5254237288135593,76.67796610169492,80.78947368421052,114.66666666666667,42.04545454545455,110750.18265926046
81905,train,977,60,60,1.0,74.25,63.85,105.18333333333334,243.28333333333333,977.0,0.35,50.28333333333333,17.266666666666666,69.75,51.61904761904762,97075.19849523355
82882,train,866,60,60,1.0,47.81666666666667,58.06666666666667,84.8,190.68333333333334,795.0,0.16666666666666663,26.583333333333332,26.61111111111111,3.9130434782608696,54.0,88548.95521653723
83748,train,900,60,60,1.0,93.13333333333334,53.166666666666664,98.38333333333334,244.68333333333334,801.0,0.35,47.416666666666664,7.7368421052631575,54.55555555555556,87.5,96964.15479070913
84648,test,860,60,60,1.0,76.0,49.733333333333334,98.3,224.03333333333333,808.0,0.25,34.06666666666667,45.94117647058823,46.6,5.444444444444445,90353.53798620659
84648,train,987,60,60,1.0,76.08333333333333,56.93333333333333,93.6,226.61666666666667,956.0,0.2833333333333333,40.483333333333334,1.55,78.0952380952381,39.89473684210526,94464.28263177746
85635,train,909,60,60,1.0,72.38333333333334,52.516666666666666,110.18333333333334,235.08333333333334,795.0,0.33333333333333337,40.083333333333336,46.10526315789474,41.51851851851852,29.142857142857142,97401.58078199001
86544,train,867,60,60,1.0,75.63333333333334,58.266666666666666,86.88333333333334,220.78333333333333,631.0,0.2666666666666667,29.55,44.76923076923077,38.4,15.666666666666666,93068.22819180237
87411,train,1019,60,60,1.0,69.28333333333333,68.21666666666667,106.95,244.45,876.0,0.3666666666666667,50.88333333333333,28.476190476190474,37.69565217391305,99.25,99411.98553992742
88430,train,1035,60,60,1.0,141.65,56.483333333333334,107.86666666666666,306.0,1035.0,0.5666666666666667,81.06666666666666,64.1875,66.3076923076923,117.38888888888889,109010.02317024078
89465,train,952,60,60,1.0,68.41666666666667,65.13333333333334,88.75,222.3,739.0,0.33333333333333337,34.416666666666664,45.78260869565217,34.68181818181818,16.6,97262.58189584376
90417,train,983,60,60,1.0,88.95,62.75,95.03333333333333,246.73333333333332,983.0,0.31666666666666665,44.86666666666667,89.77272727272727,11.772727272727273,28.625,99662.1194570887
91400,train,884,60,60,1.0,77.01666666666667,55.95,99.45,232.41666666666666,807.0,0.3666666666666667,41.416666666666664,61.18181818181818,51.0,12.952380952380953,92823.49706480902
92284,train,2000,59,60,0.9833333333333333,87.77966101694915,62.69491525423729,107.59322033898304,258.06779661016947,751.0,0.423728813559322,56.644067796610166,68.0,63.407407407407405,37.666666666666664,109136.25159119505
94284,train,855,60,60,1.0,56.11666666666667,60.71666666666667,89.38333333333334,206.21666666666667,532.0,0.23333333333333328,23.716666666666665,40.523809523809526,1.7142857142857142,21.92,91043.0414479934
95139,test,888,60,60,1.0,79.88333333333334,61.71666666666667,94.85,236.45,788.0,0.2833333333333333,41.75,14.294117647058824,27.8125,67.29629629629629,95760.00651806385
95139,train,990,60,60,1.0,84.68333333333334,55.333333333333336,95.55,235.56666666666666,976.0,0.31666666666666665,43.25,15.2,88.20833333333333,11.904761904761905,94906.8037992193
96129,train,922,60,60,1.0,50.61666666666667,53.55,94.26666666666667,198.43333333333334,678.0,0.23333333333333328,24.95,16.904761904761905,22.5,40.13333333333333,89545.07764971
97051,train,947,60,60,1.0,66.0,51.28333333333333,99.21666666666667,216.5,696.0,0.19999999999999996,33.266666666666666,12.227272727272727,79.77777777777777,14.55,95971.98726835064
97998,train,2000,58,60,0.9666666666666667,102.74137931034483,60.275862068965516,104.48275862068965,267.5,961.0,0.43103448275862066,48.48275862068966,16.22222222222222,55.125,74.8125,102918.74730392547
99998,train,861,60,60,1.0,44.86666666666667,59.016666666666666,92.18333333333334,196.06666666666666,584.0,0.23333333333333328,23.9,32.285714285714285,33.15,4.894736842105263,92131.01596501662
100859,train,2000,58,60,0.9666666666666667,30.24137931034483,69.86206896551724,103.44827586206897,203.55172413793105,443.0,0.3448275862068966,19.586206896551722,21.157894736842106,15.782608695652174,23.1875,101172.62007672194
102859,train,958,60,60,1.0,81.45,64.13333333333334,96.7,242.28333333333333,958.0,0.3833333333333333,40.166666666666664,41.26315789473684,56.72,13.0,97845.27810352208
103817,train,2000,58,60,0.9666666666666667,124.24137931034483,48.1551724137931,118.43103448275862,290.82758620689657,945.0,0.6724137931034483,65.94827586206897,39.10526315789474,114.5,41.68421052631579,108580.43614101199
105817,test,2000,59,60,0.9833333333333333,101.44067796610169,58.101694915254235,109.37288135593221,268.91525423728814,978.0,0.4576271186440678,62.57627118644068,88.5,64.36363636363636,29.764705882352942,107752.43485048284
105817,train,2000,59,60,0.9833333333333333,77.42372881355932,62.33898305084746,104.1864406779661,243.94915254237287,873.0,0.3389830508474576,42.59322033898305,3.4615384615384617,51.78260869565217,55.52173913043478,103515.33115201387
107817,train,2000,59,60,0.9833333333333333,125.16949152542372,59.220338983050844,99.91525423728814,284.3050847457627,872.0,0.5254237288135593,64.62711864406779,91.83333333333333,85.5,14.68421052631579,106624.86580795445
109817,train,890,60,60,1.0,53.86666666666667,57.333333333333336,108.03333333333333,219.23333333333332,587.0,0.3666666666666667,34.86666666666667,53.57142857142857,39.27272727272727,6.0588235294117645,95849.90898510694
110707,train,905,60,60,1.0,49.81666666666667,58.11666666666667,102.55,210.48333333333332,664.0,0.25,29.55,16.11111111111111,16.066666666666666,46.0,96585.7542255962
111612,train,931,60,60,1.0,88.76666666666667,54.28333333333333,104.53333333333333,247.58333333333334,931.0,0.33333333333333337,47.4,36.5,63.375,46.68181818181818,97655.00075715844
112543,train,961,60,60,1.0,71.05,65.1,88.91666666666667,225.06666666666666,888.0,0.19999999999999996,41.18333333333333,93.5625,16.652173913043477,28.142857142857142,96953.72889968341
113504,train,2000,59,60,0.9833333333333333,83.72881355932203,57.86440677966102,95.72881355932203,237.32203389830508,896.0,0.30508474576271183,37.152542372881356,10.6875,38.30769230769231,60.294117647058826,97191.11727026853
115504,train,941,60,60,1.0,95.01666666666667,54.38333333333333,102.35,251.75,929.0,0.33333333333333337,57.85,64.94117647058823,36.05,71.56521739130434,97483.6534379578
116445,test,2000,58,60,0.9666666666666667,102.72413793103448,60.98275862068966,100.01724137931035,263.7241379310345,921.0,0.43103448275862066,54.48275862068966,55.333333333333336,33.04545454545455,76.33333333333333,107444.64992026551
116445,train,2000,59,60,0.9833333333333333,84.77966101694915,57.0,108.86440677966101,250.64406779661016,880.0,0.4067796610169492,47.57627118644068,81.5,14.925925925925926,68.75,102542.86057100196
118445,train,888,60,60,1.0,75.28333333333333,51.5,85.28333333333333,212.06666666666666,874.0,0.21666666666666667,35.516666666666666,41.5,50.03846153846154,0.0,90614.41078898578
119333,train,2000,59,60,0.9833333333333333,74.0,66.44067796610169,106.57627118644068,247.01694915254237,977.0,0.35593220338983056,49.74576271186441,5.105263157894737,38.93333333333333,90.16,106017.62196528213
121333,train,888,60,60,1.0,70.56666666666666,52.06666666666667,99.23333333333333,221.86666666666667,779.0,0.30000000000000004,34.53333333333333,0.4117647058823529,87.38095238095238,10.454545454545455,92543.3484768985
122221,train,923,60,60,1.0,69.13333333333334,55.96666666666667,99.5,224.6,787.0,0.25,38.55,55.44444444444444,25.035714285714285,48.391304347826086,96075.68440500785
123144,train,930,60,60,1.0,98.26666666666667,48.266666666666666,101.06666666666666,247.6,919.0,0.4,48.61666666666667,43.25,59.1578947368421,44.19047619047619,96588.78335869413
124074,train,939,60,60,1.0,79.28333333333333,63.5,93.35,236.13333333333333,814.0,0.3666666666666667,37.55,31.333333333333332,53.705882352941174,30.94736842105263,95215.56266391708
125013,train,906,60,60,1.0,70.11666666666666,53.55,102.68333333333334,226.35,847.0,0.2666666666666667,34.516666666666666,8.0,60.22727272727273,25.68,92983.65059979486
125919,train,834,60,60,1.0,52.15,56.1,90.51666666666667,198.76666666666668,673.0,0.19999999999999996,25.333333333333332,12.1875,26.0,33.869565217391305,90144.96088380266
126753,test,933,60,60,1.0,44.666666666666664,53.18333333333333,95.66666666666667,193.51666666666668,552.0,0.19999999999999996,28.833333333333332,20.27777777777778,23.833333333333332,44.05555555555556,84851.14151362362
126753,train,974,60,60,1.0,90.61666666666666,55.016666666666666,107.58333333333333,253.21666666666667,931.0,0.31666666666666665,46.6,72.3157894736842,23.142857142857142,46.8,100968.92698491596
127727,train,907,60,60,1.0,97.36666666666666,64.01666666666667,95.08333333333333,256.46666666666664,907.0,0.41666666666666663,49.6,16.333333333333332,71.03225806451613,34.0,98454.95602161124
128634,train,974,60,60,1.0,86.45,57.2,103.75,247.4,894.0,0.31666666666666665,48.766666666666666,40.05555555555556,36.541666666666664,73.77777777777777,99306.07087803613
129608,train,859,60,60,1.0,43.5,56.96666666666667,93.25,193.71666666666667,493.0,0.16666666666666663,18.166666666666668,39.0,3.55,14.409090909090908,86150.35973202085
130467,train,999,60,60,1.0,79.98333333333333,58.03333333333333,108.0,246.01666666666668,805.0,0.3833333333333333,51.083333333333336,59.40909090909091,71.13333333333334,30.043478260869566,94211.89992365548
131466,train,905,60,60,1.0,77.31666666666666,63.56666666666667,101.63333333333334,242.51666666666668,860.0,0.3666666666666667,44.516666666666666,44.22727272727273,22.17391304347826,79.2,99372.16374396523
132371,train,978,60,60,1.0,97.46666666666667,67.7,116.91666666666667,282.0833333333333,978.0,0.4833333333333333,77.06666666666666,131.79166666666666,45.22727272727273,33.285714285714285,101970.31617597835
133349,train,993,60,60,1.0,96.66666666666667,66.56666666666666,92.83333333333333,256.06666666666666,914.0,0.4,46.96666666666667,65.46153846153847,53.291666666666664,29.91304347826087,102829.6672735257
134342,train,939,60,60,1.0,95.18333333333334,47.65,114.61666666666666,257.45,895.0,0.3833333333333333,48.166666666666664,65.42857142857143,41.77272727272727,35.11764705882353,99876.53972599903
135281,train,899,60,60,1.0,87.36666666666666,64.21666666666667,94.93333333333334,246.51666666666668,852.0,0.35,46.233333333333334,54.266666666666666,54.416666666666664,31.142857142857142,99604.866193083
136180,train,979,60,60,1.0,85.7,62.06666666666667,96.13333333333334,243.9,979.0,0.35,37.1,16.941176470588236,32.72,62.22222222222222,96061.15524933586
137159,test,978,60,60,1.0,102.4,67.81666666666666,94.16666666666667,264.3833333333333,813.0,0.4,49.43333333333333,38.416666666666664,51.074074074074076,53.61904761904762,96178.60204053433
137159,train,911,60,60,1.0,50.68333333333333,61.45,97.23333333333333,209.36666666666667,625.0,0.2833333333333333,31.683333333333334,49.0,20.291666666666668,24.0,93269.15068054998
138070,train,1036,60,60,1.0,84.48333333333333,64.2,102.76666666666667,251.45,845.0,0.33333333333333337,49.46666666666667,65.2,16.565217391304348,75.47058823529412,97011.25218425039
139106,train,925,60,60,1.0,90.05,62.03333333333333,104.76666666666667,256.85,829.0,0.3833333333333333,57.18333333333333,79.73684210526316,63.65,30.61904761904762,97833.66967978474
140031,train,2000,59,60,0.9833333333333333,64.54237288135593,69.20338983050847,96.13559322033899,229.88135593220338,727.0,0.288135593220339,40.08474576271186,41.06666666666667,32.13636363636363,47.36363636363637,101458.51230559823
142031,train,1063,60,60,1.0,86.13333333333334,56.016666666666666,113.7,255.85,865.0,0.3833333333333333,54.35,83.19047619047619,55.42857142857143,19.444444444444443,101167.02281044525
143094,train,925,60,60,1.0,74.61666666666666,60.43333333333333,99.5,234.55,771.0,0.3666666666666667,38.63333333333333,74.07142857142857,13.73913043478261,41.95652173913044,97249.81264594026
144019,train,2000,59,60,0.9833333333333333,89.50847457627118,70.11864406779661,98.01694915254237,257.64406779661016,887.0,0.47457627118644063,48.016949152542374,38.8235294117647,41.80952380952381,61.666666666666664,106076.56315442285
146019,train,1014,60,60,1.0,70.91666666666667,61.266666666666666,89.63333333333334,221.81666666666666,854.0,0.19999999999999996,34.56666666666667,63.416666666666664,26.761904761904763,27.814814814814813,94458.88563871867
147033,train,949,60,60,1.0,71.85,67.41666666666667,99.03333333333333,238.3,717.0,0.33333333333333337,41.18333333333333,28.764705882352942,29.84,68.66666666666667,96132.5490844398
147982,test,860,60,60,1.0,45.28333333333333,52.983333333333334,87.05,185.31666666666666,504.0,0.19999999999999996,15.866666666666667,47.15384615384615,3.391304347826087,10.875,90102.04319189841
147982,train,846,60,60,1.0,63.6,60.75,92.9,217.25,670.0,0.21666666666666667,35.55,23.933333333333334,49.15384615384615,26.105263157894736,94050.28735404609
148828,train,964,60,60,1.0,73.3,61.28333333333333,102.25,236.83333333333334,739.0,0.30000000000000004,42.983333333333334,40.583333333333336,36.61538461538461,51.81818181818182,99876.03755141613
