source,episode,t_env,mode,completion_rate,on_time_rate,avg_delay,total_completed
backend_wx,82,68400,train,0.7333333333333333,0.6818181818181818,68.95454545454545,22
backend_wx,83,69600,train,0.6923076923076923,0.5,79.5,18
backend_wx,84,70800,train,0.6923076923076923,0.7222222222222222,22.444444444444443,18
backend_wx,85,72000,train,0.7142857142857143,0.9,49.95,20
backend_wx,86,73200,test,0.7333333333333333,0.8636363636363636,11.045454545454545,22
backend_wx,87,73200,test,0.7241379310344828,0.6666666666666666,9.857142857142858,21
backend_wx,88,73200,test,0.75,0.9583333333333334,0.875,24
backend_wx,89,73200,test,0.75,0.8333333333333334,13.791666666666666,24
backend_wx,90,73200,train,0.7333333333333333,0.8636363636363636,37.95454545454545,22
backend_wx,91,74400,train,0.7647058823529411,0.7307692307692307,28.846153846153847,26
backend_wx,92,75600,train,0.7241379310344828,0.7142857142857143,20.476190476190474,21
backend_wx,93,76800,train,0.7037037037037037,0.6842105263157895,41.10526315789474,19
backend_wx,94,78000,train,0.7333333333333333,0.8181818181818182,11.045454545454545,22
backend_wx,95,79200,train,0.7241379310344828,0.7142857142857143,17.571428571428573,21
backend_wx,96,80400,train,0.7777777777777778,0.8928571428571429,4.25,28
backend_wx,97,81600,train,0.7037037037037037,0.7368421052631579,11.473684210526315,19
backend_wx,98,82800,train,0.7333333333333333,0.8181818181818182,5.0,22
backend_wx,99,84000,train,0.6923076923076923,0.7777777777777778,34.55555555555556,18
backend_wx,100,85200,test,0.68,0.5882352941176471,30.58823529411765,17
backend_wx,101,85200,test,0.6923076923076923,0.7777777777777778,27.61111111111111,18
backend_wx,102,85200,test,0.7037037037037037,0.8421052631578947,14.368421052631579,19
backend_wx,103,85200,test,0.68,0.7058823529411765,28.941176470588236,17
backend_wx,104,85200,train,0.6666666666666666,0.5625,65.5,16
backend_wx,105,86400,train,0.6923076923076923,0.7222222222222222,22.27777777777778,18
backend_wx,106,87600,train,0.7241379310344828,0.8571428571428571,10.285714285714286,21
backend_wx,107,88800,train,0.6923076923076923,0.6666666666666666,21.833333333333332,18
backend_wx,108,90000,train,0.75,0.8333333333333334,9.833333333333334,24
backend_wx,109,91200,train,0.7333333333333333,0.9090909090909091,10.636363636363637,22
backend_wx,110,92400,train,0.7647058823529411,0.8461538461538461,9.076923076923077,26
backend_wx,111,93600,train,0.7037037037037037,0.7368421052631579,67.10526315789474,19
backend_wx,112,94800,train,0.7333333333333333,0.8181818181818182,17.136363636363637,22
backend_wx,113,96000,train,0.7333333333333333,0.7727272727272727,13.363636363636363,22
backend_wx,114,97200,test,0.7777777777777778,0.9285714285714286,1.5,28
backend_wx,115,97200,test,0.7307692307692307,0.7368421052631579,29.473684210526315,19
backend_wx,116,97200,test,0.7037037037037037,0.7368421052631579,28.94736842105263,19
backend_wx,117,97200,test,0.6923076923076923,0.6666666666666666,43.77777777777778,18
backend_wx,118,97200,train,0.7142857142857143,0.8,22.15,20
backend_wx,119,98400,train,0.7037037037037037,0.6842105263157895,18.473684210526315,19
backend_wx,120,99600,train,0.7575757575757576,0.8,5.24,25
backend_wx,121,100800,train,0.72,0.7777777777777778,24.88888888888889,18
backend_wx,122,102000,train,0.78125,0.88,35.96,25
backend_wx,123,103200,train,0.7142857142857143,0.8,12.7,20
backend_wx,124,104400,train,0.7419354838709677,0.8260869565217391,13.217391304347826,23
backend_wx,125,105600,train,0.68,0.6470588235294118,11.882352941176471,17
backend_wx,126,106800,train,0.7037037037037037,1.0,0.0,19
backend_wx,127,108000,train,0.7333333333333333,0.8636363636363636,13.909090909090908,22
backend_wx,128,109200,test,0.7647058823529411,0.8846153846153846,12.038461538461538,26
backend_wx,129,109200,test,0.7037037037037037,0.7894736842105263,7.947368421052632,19
backend_wx,130,109200,test,0.7142857142857143,0.55,26.6,20
backend_wx,131,109200,test,0.68,0.7647058823529411,18.764705882352942,17
backend_wx,132,109200,train,0.7142857142857143,0.65,25.6,20
backend_wx,133,110400,train,0.68,0.7058823529411765,30.647058823529413,17
backend_wx,134,111600,train,0.7037037037037037,0.5789473684210527,47.1578947368421,19
backend_wx,135,112800,train,0.7647058823529411,0.8076923076923077,3.923076923076923,26
backend_wx,136,114000,train,0.7419354838709677,0.8260869565217391,3.5217391304347827,23
backend_wx,137,115200,train,0.7142857142857143,0.65,12.4,20
backend_wx,138,116400,train,0.6923076923076923,0.7222222222222222,9.444444444444445,18
backend_wx,139,117600,train,0.7037037037037037,0.6842105263157895,20.94736842105263,19
backend_wx,140,118800,train,0.6923076923076923,0.7222222222222222,24.944444444444443,18
backend_wx,141,120000,train,0.6923076923076923,0.7222222222222222,52.388888888888886,18
backend_wx,142,121200,test,0.7241379310344828,0.8571428571428571,6.380952380952381,21
backend_wx,143,121200,test,0.7333333333333333,0.8181818181818182,8.590909090909092,22
backend_wx,144,121200,test,0.6923076923076923,0.5555555555555556,41.22222222222222,18
backend_wx,145,121200,test,0.7241379310344828,0.9523809523809523,1.1428571428571428,21
backend_wx,146,121200,train,0.7333333333333333,0.7727272727272727,17.363636363636363,22
backend_wx,147,122400,train,0.6923076923076923,0.5555555555555556,25.22222222222222,18
backend_wx,148,123600,train,0.7142857142857143,0.8,22.9,20
backend_wx,149,124800,train,0.7575757575757576,0.92,21.48,25
backend_wx,150,126000,train,0.7241379310344828,0.7619047619047619,13.380952380952381,21
backend_wx,151,127200,train,0.7142857142857143,0.4,30.65,20
backend_wx,152,128400,train,0.6923076923076923,0.6666666666666666,38.166666666666664,18
backend_wx,153,129600,train,0.75,0.875,12.666666666666666,24
backend_wx,154,130800,train,0.7037037037037037,0.7368421052631579,28.526315789473685,19
backend_wx,155,132000,train,0.7333333333333333,0.9090909090909091,2.590909090909091,22
backend_wx,156,133200,test,0.7142857142857143,0.8,31.85,20
backend_wx,157,133200,test,0.7241379310344828,0.9047619047619048,4.9523809523809526,21
backend_wx,158,133200,test,0.6521739130434783,0.4666666666666667,56.53333333333333,15
backend_wx,159,133200,test,0.7586206896551724,0.8181818181818182,8.5,22
backend_wx,160,133200,train,0.6923076923076923,0.8333333333333334,15.444444444444445,18
backend_wx,161,134400,train,0.7142857142857143,0.85,6.35,20
backend_wx,162,135600,train,0.7142857142857143,0.75,47.05,20
backend_wx,163,136800,train,0.7142857142857143,0.7,31.85,20
backend_wx,164,138000,train,0.7241379310344828,0.6666666666666666,17.047619047619047,21
backend_wx,165,139200,train,0.7142857142857143,0.65,16.3,20
backend_wx,166,140400,train,0.75,0.75,13.583333333333334,24
backend_wx,167,141600,train,0.7333333333333333,0.8636363636363636,9.136363636363637,22
backend_wx,168,142800,train,0.7037037037037037,0.631578947368421,76.26315789473684,19
backend_wx,169,144000,train,0.7419354838709677,0.8260869565217391,14.347826086956522,23
backend_wx,170,145200,test,0.6666666666666666,0.6875,48.9375,16
backend_wx,171,145200,test,0.7419354838709677,0.7391304347826086,13.173913043478262,23
backend_wx,172,145200,test,0.6923076923076923,0.6666666666666666,41.55555555555556,18
backend_wx,173,145200,test,0.6521739130434783,0.7333333333333333,26.133333333333333,15
backend_wx,174,145200,train,0.7142857142857143,0.9,11.75,20
backend_wx,175,146400,train,0.7142857142857143,0.8,12.8,20
backend_wx,176,147600,train,0.68,0.47058823529411764,58.294117647058826,17
backend_wx,177,148800,train,0.6923076923076923,0.8333333333333334,4.388888888888889,18
backend_wx,178,150000,train,0.7333333333333333,0.8636363636363636,18.227272727272727,22
backend_wx,179,151200,train,0.7333333333333333,0.7727272727272727,15.272727272727273,22
backend_wx,180,152400,train,0.7837837837837838,0.9655172413793104,4.379310344827586,29
backend_wx,181,153600,train,0.7142857142857143,0.7,21.5,20
backend_wx,182,154800,train,0.7037037037037037,0.7894736842105263,26.263157894736842,19
backend_wx,183,156000,train,0.7241379310344828,0.8095238095238095,18.142857142857142,21
backend_wx,184,157200,test,0.7241379310344828,0.8095238095238095,17.095238095238095,21
backend_wx,185,157200,test,0.7333333333333333,0.7272727272727273,25.681818181818183,22
backend_wx,186,157200,test,0.7575757575757576,0.92,8.28,25
backend_wx,187,157200,test,0.7142857142857143,0.9,5.65,20
backend_wx,188,157200,train,0.7241379310344828,0.7142857142857143,24.904761904761905,21
backend_wx,189,158400,train,0.7142857142857143,0.95,0.9,20
backend_wx,190,159600,train,0.7419354838709677,0.8260869565217391,7.608695652173913,23
backend_wx,191,160800,train,0.7142857142857143,0.9,15.25,20
backend_wx,192,162000,train,0.7142857142857143,0.65,21.95,20
backend_wx,193,163200,train,0.6521739130434783,0.6666666666666666,34.4,15
backend_wx,194,164400,train,0.7241379310344828,0.9047619047619048,5.190476190476191,21
backend_wx,195,165600,train,0.6666666666666666,0.5625,17.5625,16
backend_wx,196,166800,train,0.7419354838709677,0.8260869565217391,8.565217391304348,23
backend_wx,197,168000,train,0.7037037037037037,0.6842105263157895,27.894736842105264,19
backend_wx,198,169200,test,0.68,0.8823529411764706,17.058823529411764,17
backend_wx,199,169200,test,0.7241379310344828,0.8095238095238095,5.190476190476191,21
backend_wx,200,169200,test,0.7037037037037037,0.6842105263157895,43.78947368421053,19
backend_wx,201,169200,test,0.7142857142857143,0.75,27.5,20
backend_wx,202,169200,train,0.68,0.6470588235294118,67.94117647058823,17
backend_wx,203,170400,train,0.7333333333333333,0.7272727272727273,15.545454545454545,22
backend_wx,204,171600,train,0.75,0.9166666666666666,17.666666666666668,24
backend_wx,205,172800,train,0.7142857142857143,0.65,37.65,20
backend_wx,206,174000,train,0.7241379310344828,0.7142857142857143,14.857142857142858,21
backend_wx,207,175200,train,0.7037037037037037,0.8421052631578947,17.63157894736842,19
backend_wx,208,176400,train,0.7142857142857143,0.85,1.65,20
backend_wx,209,177600,train,0.7142857142857143,0.65,36.3,20
backend_wx,210,178800,train,0.7241379310344828,0.9523809523809523,2.8095238095238093,21
backend_wx,211,180000,train,0.7333333333333333,0.8181818181818182,8.045454545454545,22
backend_wx,212,181200,test,0.7037037037037037,0.631578947368421,38.21052631578947,19
backend_wx,213,181200,test,0.7647058823529411,0.8461538461538461,3.923076923076923,26
backend_wx,214,181200,test,0.7241379310344828,0.7142857142857143,17.714285714285715,21
backend_wx,215,181200,test,0.6923076923076923,0.4444444444444444,32.27777777777778,18
backend_wx,216,181200,train,0.7037037037037037,0.7368421052631579,43.526315789473685,19
backend_wx,217,182400,train,0.7037037037037037,0.7894736842105263,28.210526315789473,19
backend_wx,218,183600,train,0.7241379310344828,0.8095238095238095,16.428571428571427,21
backend_wx,219,184800,train,0.75,0.7916666666666666,12.958333333333334,24
backend_wx,220,186000,train,0.6923076923076923,0.6666666666666666,85.94444444444444,18
backend_wx,221,187200,train,0.7419354838709677,0.8260869565217391,14.347826086956522,23
backend_wx,222,188400,train,0.7419354838709677,0.6956521739130435,27.434782608695652,23
backend_wx,223,189600,train,0.68,0.6470588235294118,15.058823529411764,17
backend_wx,224,190800,train,0.6666666666666666,0.5625,40.0625,16
backend_wx,225,192000,train,0.7419354838709677,0.8260869565217391,7.869565217391305,23
backend_wx,226,193200,test,0.6923076923076923,0.7222222222222222,38.55555555555556,18
backend_wx,227,193200,test,0.7419354838709677,0.8695652173913043,20.782608695652176,23
backend_wx,228,193200,test,0.7037037037037037,0.7894736842105263,31.63157894736842,19
backend_wx,229,193200,test,0.75,0.75,5.708333333333333,24
backend_wx,230,193200,train,0.75,0.875,16.125,24
backend_wx,231,194400,train,0.6923076923076923,0.8333333333333334,23.5,18
backend_wx,232,195600,train,0.7037037037037037,0.631578947368421,35.94736842105263,19
backend_wx,233,196800,train,0.7575757575757576,0.92,9.96,25
backend_wx,234,198000,train,0.75,0.9166666666666666,8.25,24
backend_wx,235,199200,train,0.7142857142857143,0.75,18.7,20
backend_wx,236,200400,train,0.7241379310344828,0.7619047619047619,33.142857142857146,21
backend_wx,237,201600,train,0.7333333333333333,0.8636363636363636,33.90909090909091,22
backend_wx,238,202800,train,0.7142857142857143,0.8,28.05,20
backend_wx,239,204000,train,0.7142857142857143,0.75,13.5,20
backend_wx,240,205200,test,0.6521739130434783,0.4,125.53333333333333,15
backend_wx,241,205200,test,0.68,0.6470588235294118,50.470588235294116,17
backend_wx,242,205200,test,0.7333333333333333,0.8181818181818182,5.863636363636363,22
backend_wx,243,205200,test,0.7575757575757576,0.8,20.08,25
backend_wx,244,205200,train,0.7142857142857143,0.85,11.3,20
backend_wx,245,206400,train,0.7142857142857143,0.8,8.45,20
backend_wx,246,207600,train,0.7241379310344828,0.7142857142857143,21.0,21
backend_wx,247,208800,train,0.7241379310344828,0.7619047619047619,10.285714285714286,21
backend_wx,248,210000,train,0.6521739130434783,0.5333333333333333,64.4,15
backend_wx,249,211200,train,0.6923076923076923,0.6666666666666666,26.72222222222222,18
backend_wx,250,212400,train,0.7241379310344828,0.5714285714285714,47.857142857142854,21
backend_wx,251,213600,train,0.6923076923076923,0.8333333333333334,24.166666666666668,18
backend_wx,252,214800,train,0.7037037037037037,0.8421052631578947,12.947368421052632,19
backend_wx,253,216000,train,0.6923076923076923,0.6111111111111112,36.55555555555556,18
backend_wx,254,217200,test,0.68,0.7058823529411765,39.11764705882353,17
backend_wx,255,217200,test,0.6923076923076923,0.6666666666666666,17.5,18
backend_wx,256,217200,test,0.7037037037037037,0.7368421052631579,27.263157894736842,19
backend_wx,257,217200,test,0.7241379310344828,0.9523809523809523,0.42857142857142855,21
backend_wx,258,217200,train,0.7142857142857143,0.75,24.5,20
backend_wx,259,218400,train,0.7142857142857143,0.75,19.45,20
backend_wx,260,219600,train,0.7037037037037037,0.631578947368421,41.526315789473685,19
backend_wx,261,220800,train,0.7037037037037037,0.5789473684210527,43.473684210526315,19
backend_wx,262,222000,train,0.75,0.7083333333333334,24.083333333333332,24
backend_wx,263,223200,train,0.6923076923076923,0.5,64.16666666666667,18
backend_wx,264,224400,train,0.7241379310344828,0.7619047619047619,19.095238095238095,21
backend_wx,265,225600,train,0.7037037037037037,0.7894736842105263,15.789473684210526,19
backend_wx,266,226800,train,0.7419354838709677,0.7391304347826086,42.17391304347826,23
backend_wx,267,228000,train,0.7575757575757576,0.8,18.32,25
backend_wx,268,229200,test,0.7083333333333334,0.6470588235294118,40.05882352941177,17
backend_wx,269,229200,test,0.7333333333333333,0.7727272727272727,22.90909090909091,22
backend_wx,270,229200,test,0.7037037037037037,0.631578947368421,29.0,19
backend_wx,271,229200,test,0.7142857142857143,0.65,21.3,20
backend_wx,272,229200,train,0.7741935483870968,0.7916666666666666,24.625,24
backend_wx,273,230400,train,0.7419354838709677,0.8695652173913043,21.565217391304348,23
backend_wx,274,231600,train,0.6923076923076923,0.7777777777777778,15.444444444444445,18
backend_wx,275,232800,train,0.6521739130434783,0.6,77.13333333333334,15
backend_wx,276,234000,train,0.7419354838709677,0.8695652173913043,14.608695652173912,23
backend_wx,277,235200,train,0.7241379310344828,0.7619047619047619,17.428571428571427,21
backend_wx,278,236400,train,0.7142857142857143,0.75,26.2,20
backend_wx,279,237600,train,0.7142857142857143,0.7,17.8,20
backend_wx,280,238800,train,0.7241379310344828,0.6190476190476191,30.285714285714285,21
backend_wx,281,240000,train,0.7142857142857143,0.65,41.7,20
backend_wx,282,241200,test,0.7142857142857143,0.75,24.95,20
backend_wx,283,241200,test,0.68,0.6470588235294118,29.529411764705884,17
backend_wx,284,241200,test,0.7241379310344828,0.8571428571428571,12.380952380952381,21
backend_wx,285,241200,test,0.7241379310344828,0.9047619047619048,14.19047619047619,21
