source,episode,t_env,mode,episode_step,completion_rate,on_time_rate,avg_delay,avg_wait_time_to_load,avg_delivery_time,avg_generation_to_completion_time,avg_generation_time,total_completed,total_generated,avg_steps_per_order,total_energy_consumed,max_delivery_time
backend_wx,1,0,train,1068,1.0,0.45714285714285713,33.01428571428571,12.242857142857142,146.25714285714287,158.5,11.173913043478262,70,70,146.25714285714287,116445.66901525143,310.0
backend_wx,2,1068,test,1200,0.9285714285714286,0.4153846153846154,52.43076923076923,20.276923076923076,165.92307692307693,186.2,10.927536231884059,65,70,165.92307692307693,123332.45209610499,350.0
backend_wx,3,1068,train,1200,0.9857142857142858,0.6956521739130435,12.217391304347826,5.217391304347826,120.53623188405797,125.7536231884058,10.521739130434783,69,70,120.53623188405797,95799.22841579597,285.0
backend_wx,4,2268,train,1200,0.9714285714285714,0.4852941176470588,40.35294117647059,22.5,141.2941176470588,163.7941176470588,10.507246376811594,68,70,141.2941176470588,109058.88138523663,373.0
backend_wx,5,3468,train,1200,0.9714285714285714,0.3235294117647059,45.98529411764706,27.897058823529413,152.33823529411765,180.23529411764707,10.884057971014492,68,70,152.33823529411765,122617.7703932006,318.0
backend_wx,6,4668,train,1200,0.9857142857142858,0.42028985507246375,36.971014492753625,18.144927536231883,148.14492753623188,166.28985507246378,10.869565217391305,69,70,148.14492753623188,121710.65132423778,307.0
backend_wx,7,5868,train,1200,0.9285714285714286,0.2923076923076923,55.276923076923076,36.784615384615385,159.93846153846152,196.72307692307692,10.855072463768115,65,70,159.93846153846152,122737.05850895235,303.0
backend_wx,8,7068,train,1200,0.9142857142857143,0.40625,57.109375,32.59375,159.734375,192.328125,10.840579710144928,64,70,159.734375,120448.5810885939,395.0
backend_wx,9,8268,train,1200,0.9857142857142858,0.4057971014492754,29.202898550724637,15.492753623188406,150.768115942029,166.2608695652174,10.91304347826087,69,70,150.768115942029,118952.98264382013,290.0
backend_wx,10,9468,train,1003,1.0,0.5571428571428572,26.32857142857143,15.1,138.75714285714287,153.85714285714286,10.72463768115942,70,70,138.75714285714287,111249.70150740433,282.0
backend_wx,11,10471,train,1200,0.9428571428571428,0.4393939393939394,37.18181818181818,17.666666666666668,146.72727272727272,164.3939393939394,10.797101449275363,66,70,146.72727272727272,116398.16289482643,285.0
backend_wx,12,11671,test,1200,0.9857142857142858,0.6086956521739131,19.318840579710145,9.797101449275363,140.66666666666666,150.46376811594203,10.869565217391305,69,70,140.66666666666666,110170.16257211549,306.0
backend_wx,13,11671,train,947,1.0,0.42857142857142855,36.74285714285714,22.442857142857143,139.02857142857144,161.47142857142856,10.855072463768115,70,70,139.02857142857144,110441.95192487148,253.0
backend_wx,14,12618,train,927,1.0,0.5571428571428572,20.7,10.628571428571428,140.37142857142857,151.0,10.840579710144928,70,70,140.37142857142857,112686.93289966867,273.0
backend_wx,15,13545,train,1200,0.9857142857142858,0.4927536231884058,26.420289855072465,11.695652173913043,139.7246376811594,151.42028985507247,10.652173913043478,69,70,139.7246376811594,110324.90277559153,306.0
backend_wx,16,14745,train,1200,0.9571428571428572,0.2835820895522388,53.40298507462686,36.44776119402985,156.4179104477612,192.86567164179104,10.63768115942029,67,70,156.4179104477612,119680.15887824266,361.0
backend_wx,17,15945,train,1200,0.9857142857142858,0.5217391304347826,27.884057971014492,14.202898550724637,136.46376811594203,150.66666666666666,10.623188405797102,69,70,136.46376811594203,107913.31186378543,282.0
backend_wx,18,17145,train,971,1.0,0.5285714285714286,26.714285714285715,10.057142857142857,136.22857142857143,146.28571428571428,10.608695652173912,70,70,136.22857142857143,109269.90205303751,341.0
backend_wx,19,18116,train,1200,0.9571428571428572,0.47761194029850745,30.865671641791046,18.119402985074625,143.29850746268656,161.4179104477612,10.594202898550725,67,70,143.29850746268656,110532.35689628792,303.0
backend_wx,20,19316,train,1200,0.9714285714285714,0.4264705882352941,42.98529411764706,28.014705882352942,147.9264705882353,175.94117647058823,10.579710144927537,68,70,147.9264705882353,114229.41460413963,285.0
backend_wx,21,20516,train,967,1.0,0.4714285714285714,36.25714285714286,23.87142857142857,137.14285714285714,161.0142857142857,10.73913043478261,70,70,137.14285714285714,110318.93122244737,297.0
backend_wx,22,21483,train,1200,0.9714285714285714,0.38235294117647056,42.73529411764706,28.852941176470587,151.05882352941177,179.91176470588235,11.202898550724637,68,70,151.05882352941177,125029.1829398865,325.0
backend_wx,23,22683,test,1200,0.9857142857142858,0.4057971014492754,30.782608695652176,15.826086956521738,143.91304347826087,159.7391304347826,10.710144927536232,69,70,143.91304347826087,113201.3735978002,306.0
backend_wx,24,22683,train,1200,0.9428571428571428,0.30303030303030304,46.90909090909091,29.015151515151516,158.34848484848484,187.36363636363637,11.173913043478262,66,70,158.34848484848484,122838.47275491462,270.0
backend_wx,25,23883,train,1200,0.9857142857142858,0.36231884057971014,39.95652173913044,26.130434782608695,151.2608695652174,177.3913043478261,11.159420289855072,69,70,151.2608695652174,118060.52079195483,292.0
backend_wx,26,25083,train,1200,0.9857142857142858,0.30434782608695654,47.53623188405797,34.34782608695652,151.6086956521739,185.95652173913044,10.898550724637682,69,70,151.6086956521739,123588.13043596968,341.0
backend_wx,27,26283,train,1200,0.9857142857142858,0.391304347826087,39.14492753623188,26.63768115942029,149.31884057971016,175.95652173913044,10.884057971014492,69,70,149.31884057971016,121278.43448593158,344.0
backend_wx,28,27483,train,1200,0.9714285714285714,0.39705882352941174,37.55882352941177,22.955882352941178,148.23529411764707,171.19117647058823,10.869565217391305,68,70,148.23529411764707,113979.08352490388,312.0
backend_wx,29,28683,train,1200,0.9714285714285714,0.47058823529411764,38.779411764705884,16.044117647058822,150.77941176470588,166.8235294117647,10.855072463768115,68,70,150.77941176470588,116150.18479459823,325.0
backend_wx,30,29883,train,1030,1.0,0.2714285714285714,39.74285714285714,24.228571428571428,156.38571428571427,180.61428571428573,10.971014492753623,70,70,156.38571428571427,124418.46915020482,275.0
backend_wx,31,30913,train,1200,0.9857142857142858,0.2898550724637681,60.34782608695652,42.91304347826087,151.5072463768116,194.42028985507247,10.826086956521738,69,70,151.5072463768116,118703.99400421206,292.0
backend_wx,32,32113,train,1200,0.9857142857142858,0.5507246376811594,24.144927536231883,6.927536231884058,138.8840579710145,145.81159420289856,10.81159420289855,69,70,138.8840579710145,108801.48790353403,325.0
backend_wx,33,33313,test,1200,0.9857142857142858,0.4057971014492754,38.231884057971016,23.753623188405797,149.6086956521739,173.36231884057972,10.797101449275363,69,70,149.6086956521739,117441.56211988481,286.0
backend_wx,34,33313,train,1200,0.9857142857142858,0.391304347826087,39.85507246376812,30.18840579710145,146.44927536231884,176.63768115942028,10.782608695652174,69,70,146.44927536231884,120996.47910509909,321.0
backend_wx,35,34513,train,1200,0.9714285714285714,0.47058823529411764,38.39705882352941,22.235294117647058,149.27941176470588,171.51470588235293,10.768115942028986,68,70,149.27941176470588,115340.69467201454,279.0
backend_wx,36,35713,train,1200,0.9714285714285714,0.36764705882352944,35.85294117647059,21.735294117647058,149.2058823529412,170.94117647058823,10.840579710144928,68,70,149.2058823529412,116613.75450498726,303.0
