算法,总步数,完成任务数,生成任务数,完成率,从生成到分配等待时间,从分配到实际装载上机等待时间,从上机到送达平均时间,从生成到完成总时间平均,从生成到完成总时间最大,超时率,平均时延,优先级1平均时延,优先级2平均时延,优先级3平均时延,总能量消耗
pso,1003,60.0,60.0,1.0,62.96932203389831,46.90980225988701,84.8429661016949,194.7220903954802,432.1,0.23087570621468928,17.048898305084748,13.02588807327938,22.648540989379597,15.818884588923288,89177.59839075788
