source,episode,t_env,mode,completion_rate,on_time_rate,avg_delay,total_completed
backend_wx,1,73200,test,0.7333333333333333,0.8636363636363636,5.863636363636363,22
backend_wx,2,73200,test,0.7037037037037037,0.6842105263157895,23.157894736842106,19
backend_wx,3,73200,test,0.7037037037037037,0.7368421052631579,32.78947368421053,19
backend_wx,4,73200,test,0.7241379310344828,0.7142857142857143,11.857142857142858,21
