source,episode,t_env,mode,episode_step,completion_rate,on_time_rate,avg_delay,avg_wait_time_to_load,avg_delivery_time,avg_generation_to_completion_time,avg_generation_time,total_completed,total_generated,avg_steps_per_order,total_energy_consumed,max_delivery_time
backend_wx,1,0,train,2000,0.95,1.0,0.0,0.017543859649122806,144.0,144.01754385964912,27.406779661016948,57,60,144.0,88869.95897104904,287.0
backend_wx,2,2000,test,2000,0.9333333333333333,0.9821428571428571,0.3392857142857143,0.0,139.64285714285714,139.64285714285714,26.74576271186441,56,60,139.64285714285714,88677.85557889254,332.0
backend_wx,3,2000,train,2000,0.9666666666666667,0.9827586206896551,0.7241379310344828,0.034482758620689655,151.13793103448276,151.17241379310346,26.728813559322035,58,60,151.13793103448276,91954.9998478846,324.0
backend_wx,4,4000,train,2000,0.95,0.9649122807017544,0.49122807017543857,0.03508771929824561,153.47368421052633,153.50877192982455,26.71186440677966,57,60,153.47368421052633,94649.8406035593,340.0
backend_wx,5,6000,train,2000,0.95,0.9824561403508771,0.08771929824561403,0.17543859649122806,155.17543859649123,155.35087719298247,26.694915254237287,57,60,155.17543859649123,94540.88351487245,303.0
backend_wx,6,8000,train,2000,0.9666666666666667,0.9482758620689655,1.7413793103448276,0.08620689655172414,137.56896551724137,137.6551724137931,27.16949152542373,58,60,137.56896551724137,83791.0554895151,311.0
backend_wx,7,10000,train,2000,0.9833333333333333,0.9830508474576272,0.288135593220339,0.01694915254237288,144.32203389830508,144.33898305084745,27.305084745762713,59,60,144.32203389830508,86369.75246475915,360.0
backend_wx,8,12000,test,2000,0.95,0.9473684210526315,1.9649122807017543,0.0,136.91228070175438,136.91228070175438,27.593220338983052,57,60,136.91228070175438,82604.50911786643,312.0
backend_wx,9,12000,train,2000,0.9666666666666667,0.9655172413793104,0.1724137931034483,0.034482758620689655,140.48275862068965,140.51724137931035,27.576271186440678,58,60,140.48275862068965,84353.60899883068,294.0
backend_wx,10,14000,train,2000,0.9666666666666667,0.9655172413793104,0.7931034482758621,0.05172413793103448,133.0,133.05172413793105,27.559322033898304,58,60,133.0,79706.28793091171,311.0
backend_wx,11,16000,train,2000,0.95,0.9473684210526315,1.1228070175438596,0.07017543859649122,157.78947368421052,157.859649122807,26.576271186440678,57,60,157.78947368421052,95045.08205838925,326.0
