时间步,模式,总步数,完成任务数,生成任务数,完成率,从生成到分配等待时间,从分配到实际装载上机等待时间,从上机到送达平均时间,从生成到完成总时间平均,从生成到完成总时间最大,超时率,平均时延,优先级1平均时延,优先级2平均时延,优先级3平均时延,总能量消耗
15237,train,930,60,60,1.0,76.48333333333333,55.916666666666664,99.06666666666666,231.46666666666667,807.0,0.35,35.95,16.875,47.935483870967744,30.846153846153847,91736.16205462176
16167,train,842,60,60,1.0,44.06666666666667,63.31666666666667,104.78333333333333,212.16666666666666,612.0,0.23333333333333328,33.06666666666667,4.4375,57.2,25.42105263157895,89619.2006064761
17009,train,951,60,60,1.0,93.23333333333333,61.18333333333333,96.71666666666667,251.13333333333333,547.0,0.43333333333333335,41.25,43.130434782608695,37.95,42.588235294117645,96597.9173669799
17960,train,859,60,60,1.0,46.63333333333333,62.78333333333333,89.88333333333334,199.3,375.0,0.23333333333333328,12.033333333333333,10.5625,1.35,21.916666666666668,93485.79568470128
18819,train,884,60,60,1.0,61.65,68.55,93.2,223.4,457.0,0.3666666666666667,31.4,54.666666666666664,40.04545454545455,7.956521739130435,94765.58897330414
19703,train,974,60,60,1.0,94.43333333333334,57.416666666666664,109.13333333333334,260.98333333333335,880.0,0.44999999999999996,58.56666666666667,55.470588235294116,89.80952380952381,31.136363636363637,99629.3660419844
20677,train,997,60,60,1.0,67.96666666666667,68.38333333333334,92.2,228.55,710.0,0.3666666666666667,30.5,30.545454545454547,42.21052631578947,18.736842105263158,101356.97747509861
21674,train,2000,57,60,0.95,101.82456140350877,63.280701754385966,107.9298245614035,273.03508771929825,735.0,0.5789473684210527,58.280701754385966,51.38461538461539,47.30434782608695,74.57142857142857,106358.15823168655
23674,test,937,60,60,1.0,71.48333333333333,60.35,94.23333333333333,226.06666666666666,937.0,0.25,37.5,50.13636363636363,28.785714285714285,31.0,96428.35336790283
23674,train,932,60,60,1.0,64.15,62.75,101.38333333333334,228.28333333333333,666.0,0.30000000000000004,40.333333333333336,14.375,39.888888888888886,56.61538461538461,92495.07769516665
24606,train,892,60,60,1.0,69.56666666666666,43.03333333333333,108.8,221.4,639.0,0.2833333333333333,26.466666666666665,29.26086956521739,32.06666666666667,19.727272727272727,93472.1448234781
25498,train,2000,59,60,0.9833333333333333,66.86440677966101,70.88135593220339,101.66101694915254,239.40677966101694,685.0,0.35593220338983056,43.11864406779661,35.18181818181818,62.76923076923077,39.75,103467.44963020936
27498,train,2000,59,60,0.9833333333333333,147.94915254237287,60.20338983050848,120.55932203389831,328.7118644067797,988.0,0.7457627118644068,99.05084745762711,117.78947368421052,90.82352941176471,89.65217391304348,113651.4586285812
29498,train,825,60,60,1.0,23.366666666666667,46.06666666666667,101.7,171.13333333333333,473.0,0.09999999999999998,10.383333333333333,28.133333333333333,5.0,4.0,90044.85339175875
30323,train,990,60,60,1.0,90.45,69.93333333333334,104.8,265.18333333333334,730.0,0.41666666666666663,57.3,64.375,66.0909090909091,43.36363636363637,105145.56984364244
31313,train,915,60,60,1.0,69.5,53.36666666666667,96.55,219.41666666666666,707.0,0.25,27.0,15.473684210526315,13.538461538461538,41.07142857142857,95056.74681942983
32228,train,892,60,60,1.0,71.28333333333333,55.85,103.88333333333334,231.01666666666668,574.0,0.35,34.56666666666667,31.636363636363637,26.0,43.72727272727273,95423.57398731183
33120,train,986,60,60,1.0,78.7,59.0,106.38333333333334,244.08333333333334,800.0,0.4,40.8,35.083333333333336,64.94736842105263,21.88235294117647,98448.05773358428
34106,test,994,60,60,1.0,66.03333333333333,57.516666666666666,105.06666666666666,228.61666666666667,634.0,0.25,35.55,54.86666666666667,18.0,36.51851851851852,100348.80476194259
34106,train,893,60,60,1.0,69.96666666666667,61.733333333333334,94.33333333333333,226.03333333333333,718.0,0.35,37.85,43.0,53.38461538461539,25.923076923076923,97865.7909080593
34999,train,920,60,60,1.0,55.0,60.56666666666667,94.03333333333333,209.6,570.0,0.2666666666666667,30.716666666666665,9.157894736842104,48.89473684210526,33.63636363636363,92413.42485102499
35919,train,999,60,60,1.0,106.43333333333334,63.18333333333333,108.35,277.96666666666664,636.0,0.5666666666666667,63.43333333333333,82.64285714285714,52.5,63.13636363636363,104247.95960481887
36918,train,873,60,60,1.0,56.45,61.53333333333333,92.36666666666666,210.35,465.0,0.31666666666666665,26.05,19.076923076923077,32.714285714285715,24.153846153846153,92656.53363385794
37791,train,968,60,60,1.0,80.46666666666667,62.46666666666667,90.08333333333333,233.01666666666668,718.0,0.2666666666666667,39.31666666666667,6.25,112.58823529411765,15.526315789473685,98566.4840662307
38759,train,1006,60,60,1.0,96.95,48.06666666666667,105.03333333333333,250.05,897.0,0.3833333333333333,47.05,16.75,71.57142857142857,51.8421052631579,99588.25239598453
39765,train,1002,60,60,1.0,108.78333333333333,60.766666666666666,92.95,262.5,770.0,0.41666666666666663,50.6,59.38461538461539,55.4,27.428571428571427,101806.22313369214
40767,train,914,60,60,1.0,72.38333333333334,68.96666666666667,89.01666666666667,230.36666666666667,914.0,0.30000000000000004,34.916666666666664,58.89473684210526,31.956521739130434,13.38888888888889,98595.79089650567
41681,train,954,60,60,1.0,67.85,54.53333333333333,93.46666666666667,215.85,542.0,0.2833333333333333,33.166666666666664,60.48,23.6,0.4,95738.86106094134
42635,train,897,60,60,1.0,84.05,61.13333333333333,104.26666666666667,249.45,636.0,0.43333333333333335,43.05,61.875,32.82608695652174,26.384615384615383,97710.21911671718
43532,train,915,60,60,1.0,70.73333333333333,57.61666666666667,106.3,234.65,777.0,0.31666666666666665,39.06666666666667,39.69565217391305,26.36842105263158,51.666666666666664,95967.57854261767
44447,test,2000,58,60,0.9666666666666667,84.70689655172414,66.72413793103448,88.41379310344827,239.8448275862069,921.0,0.31034482758620685,41.53448275862069,43.95454545454545,31.3,51.0,100418.13345833242
44447,train,2000,59,60,0.9833333333333333,83.9322033898305,61.94915254237288,96.67796610169492,242.5593220338983,905.0,0.27118644067796616,43.54237288135593,68.25,54.888888888888886,10.285714285714286,99691.08720108608
46447,train,989,60,60,1.0,73.5,60.63333333333333,116.58333333333333,250.71666666666667,833.0,0.4,50.71666666666667,78.13636363636364,60.4,6.444444444444445,98833.6297575116
47436,train,2000,59,60,0.9833333333333333,68.66101694915254,70.42372881355932,103.05084745762711,242.135593220339,879.0,0.35593220338983056,38.0,62.529411764705884,18.5,36.77272727272727,102001.83941233394
49436,train,951,60,60,1.0,69.83333333333333,61.71666666666667,92.68333333333334,224.23333333333332,823.0,0.25,40.35,44.666666666666664,39.611111111111114,37.666666666666664,97904.71330833223
50387,train,2000,59,60,0.9833333333333333,119.71186440677967,61.847457627118644,102.2542372881356,283.8135593220339,997.0,0.5254237288135593,54.610169491525426,90.27777777777777,17.045454545454547,64.3157894736842,109320.21738394728
52387,train,2000,59,60,0.9833333333333333,110.37288135593221,63.152542372881356,101.72881355932203,275.2542372881356,983.0,0.5084745762711864,54.86440677966102,67.7,67.16,14.571428571428571,106401.6684363033
54387,train,892,60,60,1.0,79.11666666666666,60.4,96.5,236.01666666666668,809.0,0.30000000000000004,40.1,47.578947368421055,9.4,62.57142857142857,96003.7043218149
55279,test,978,60,60,1.0,116.76666666666667,55.46666666666667,109.1,281.3333333333333,962.0,0.5333333333333333,65.11666666666666,40.55,82.47826086956522,70.52941176470588,105079.85575051022
55279,train,947,60,60,1.0,81.41666666666667,57.31666666666667,108.11666666666666,246.85,935.0,0.3666666666666667,50.11666666666667,45.31578947368421,28.055555555555557,71.34782608695652,100608.14973989957
56226,train,876,60,60,1.0,46.93333333333333,60.266666666666666,99.73333333333333,206.93333333333334,546.0,0.2833333333333333,29.533333333333335,35.45,30.636363636363637,21.61111111111111,93724.78104203676
57102,train,901,60,60,1.0,89.81666666666666,60.733333333333334,90.15,240.7,742.0,0.35,40.833333333333336,29.333333333333332,39.416666666666664,50.666666666666664,97826.1947016811
58003,train,926,60,60,1.0,97.26666666666667,63.8,89.91666666666667,250.98333333333332,848.0,0.41666666666666663,47.78333333333333,37.2,61.88,38.4,98027.32567157257
58929,train,975,60,60,1.0,85.46666666666667,61.03333333333333,101.55,248.05,938.0,0.33333333333333337,49.016666666666666,76.20833333333333,21.3125,38.55,99078.63163208301
59904,train,997,60,60,1.0,122.81666666666666,61.266666666666666,103.06666666666666,287.15,997.0,0.5666666666666667,63.56666666666667,74.33333333333333,49.81818181818182,68.05882352941177,105514.53590188778
60901,train,965,60,60,1.0,96.5,64.08333333333333,94.1,254.68333333333334,935.0,0.3666666666666667,48.03333333333333,42.65384615384615,49.25,56.285714285714285,101831.34627286588
61866,train,942,60,60,1.0,73.61666666666666,59.733333333333334,94.1,227.45,821.0,0.31666666666666665,42.78333333333333,64.6875,32.1,37.083333333333336,96318.9381744476
62808,train,894,60,60,1.0,57.483333333333334,66.05,87.38333333333334,210.91666666666666,584.0,0.23333333333333328,30.966666666666665,22.6,29.48,44.6,93931.03750646455
63702,train,869,60,60,1.0,83.95,56.43333333333333,93.85,234.23333333333332,730.0,0.31666666666666665,42.016666666666666,52.36363636363637,21.727272727272727,55.6875,93213.12761490534
64571,train,922,60,60,1.0,108.93333333333334,56.78333333333333,94.3,260.01666666666665,890.0,0.43333333333333335,49.43333333333333,52.94444444444444,34.421052631578945,59.08695652173913,97791.50190063802
65493,test,912,60,60,1.0,67.41666666666667,56.06666666666667,90.7,214.18333333333334,912.0,0.23333333333333328,35.06666666666667,5.230769230769231,47.11538461538461,38.61904761904762,91328.26499416181
65493,train,848,60,60,1.0,74.61666666666666,58.483333333333334,94.2,227.3,593.0,0.3666666666666667,41.95,61.75,39.25,29.35,92065.41520136419
66341,train,943,60,60,1.0,81.06666666666666,63.71666666666667,95.75,240.53333333333333,831.0,0.3666666666666667,44.45,62.125,30.51851851851852,49.94117647058823,100376.75606645191
67284,train,2000,59,60,0.9833333333333333,98.23728813559322,70.52542372881356,92.89830508474576,261.66101694915255,868.0,0.3728813559322034,57.932203389830505,87.43478260869566,43.0,32.15384615384615,105310.67153135681
69284,train,2000,59,60,0.9833333333333333,126.44067796610169,64.55932203389831,105.57627118644068,296.5762711864407,917.0,0.5932203389830508,69.91525423728814,72.36363636363636,38.23809523809524,108.125,110628.4538038075
71284,train,2000,58,60,0.9666666666666667,126.91379310344827,70.43103448275862,94.82758620689656,292.17241379310343,910.0,0.5344827586206897,76.55172413793103,61.26086956521739,84.94444444444444,88.3529411764706,104002.12553385158
73284,train,2000,59,60,0.9833333333333333,77.71186440677967,55.898305084745765,95.38983050847457,229.0,677.0,0.23728813559322037,32.71186440677966,23.15,21.25,54.8421052631579,100193.32509224629
75284,train,888,60,60,1.0,51.65,59.0,102.73333333333333,213.38333333333333,691.0,0.2833333333333333,37.233333333333334,35.421052631578945,44.12,28.625,93271.65803315549
76172,test,960,60,60,1.0,87.88333333333334,67.03333333333333,88.56666666666666,243.48333333333332,960.0,0.31666666666666665,45.766666666666666,73.05263157894737,11.095238095238095,56.25,99119.06021858215
76172,train,990,60,60,1.0,66.83333333333333,55.6,98.5,220.93333333333334,990.0,0.2833333333333333,42.0,10.526315789473685,77.04166666666667,27.705882352941178,95102.2062654005
77162,train,1018,60,60,1.0,126.08333333333333,61.7,111.15,298.93333333333334,1018.0,0.5833333333333333,83.0,66.8076923076923,61.21052631578947,138.66666666666666,108493.0940016809
78180,train,2000,58,60,0.9666666666666667,114.36206896551724,65.05172413793103,101.34482758620689,280.7586206896552,696.0,0.5172413793103448,62.41379310344828,88.25,40.12,65.53846153846153,110173.66987275609
80180,train,2000,59,60,0.9833333333333333,95.84745762711864,69.27118644067797,109.49152542372882,274.6101694915254,1017.0,0.4915254237288136,66.16949152542372,116.80952380952381,34.333333333333336,44.785714285714285,106262.11256021756
82180,train,925,60,60,1.0,93.31666666666666,59.2,102.36666666666666,254.88333333333333,823.0,0.4,50.583333333333336,30.227272727272727,62.95652173913044,61.46666666666667,99163.69105071777
83105,train,2000,59,60,0.9833333333333333,108.47457627118644,68.98305084745763,102.8135593220339,280.271186440678,859.0,0.4576271186440678,69.52542372881356,66.94736842105263,90.6470588235294,56.04347826086956,107257.33172923683
85105,train,899,60,60,1.0,77.63333333333334,60.71666666666667,91.78333333333333,230.13333333333333,803.0,0.31666666666666665,41.45,57.0,38.523809523809526,32.22727272727273,92663.23170591144
86004,train,873,60,60,1.0,31.533333333333335,57.516666666666666,83.71666666666667,172.76666666666668,398.0,0.16666666666666663,14.55,10.176470588235293,18.692307692307693,12.588235294117647,84130.23017197307
86877,test,912,60,60,1.0,85.11666666666666,58.15,98.86666666666666,242.13333333333333,912.0,0.35,47.55,11.409090909090908,60.375,82.35714285714286,97614.10551653458
86877,train,2000,59,60,0.9833333333333333,97.44067796610169,64.01694915254237,103.33898305084746,264.79661016949154,875.0,0.3728813559322034,58.6271186440678,24.157894736842106,80.61538461538461,64.57142857142857,106677.058479204
88877,train,890,60,60,1.0,95.38333333333334,66.73333333333333,91.03333333333333,253.15,761.0,0.4,50.416666666666664,32.9,52.904761904761905,66.10526315789474,96846.55871452467
89767,train,931,60,60,1.0,99.33333333333333,48.93333333333333,107.5,255.76666666666668,891.0,0.3666666666666667,48.6,63.75,57.791666666666664,15.875,99394.80308748508
90698,train,897,60,60,1.0,72.4,54.166666666666664,86.23333333333333,212.8,806.0,0.23333333333333328,30.466666666666665,26.652173913043477,55.4,17.454545454545453,92985.97168729291
91595,train,949,60,60,1.0,80.38333333333334,62.916666666666664,95.18333333333334,238.48333333333332,850.0,0.30000000000000004,41.93333333333333,37.69230769230769,46.54545454545455,42.666666666666664,96686.58971589185
92544,train,916,60,60,1.0,100.3,55.21666666666667,98.91666666666667,254.43333333333334,916.0,0.4,49.71666666666667,36.13333333333333,46.61538461538461,64.6842105263158,93981.26003513203
93460,train,933,60,60,1.0,59.65,60.6,96.48333333333333,216.73333333333332,720.0,0.2666666666666667,32.166666666666664,54.130434782608695,23.363636363636363,11.4,95829.92046129929
94393,train,958,60,60,1.0,81.8,64.98333333333333,92.43333333333334,239.21666666666667,844.0,0.30000000000000004,42.78333333333333,48.3,59.958333333333336,10.125,97466.90780564054
95351,train,2000,58,60,0.9666666666666667,89.0,58.60344827586207,99.62068965517241,247.22413793103448,916.0,0.3620689655172413,38.12068965517241,38.208333333333336,17.785714285714285,52.25,105234.80864927766
97351,test,910,60,60,1.0,73.96666666666667,56.416666666666664,97.6,227.98333333333332,910.0,0.2666666666666667,39.9,35.27777777777778,40.82608695652174,43.1578947368421,96419.23277599616
97351,train,847,60,60,1.0,49.78333333333333,49.1,87.01666666666667,185.9,842.0,0.1333333333333333,22.75,16.333333333333332,3.0,44.13636363636363,87293.05700928462
98198,train,897,60,60,1.0,77.46666666666667,62.03333333333333,81.6,221.1,742.0,0.23333333333333328,29.833333333333332,8.384615384615385,9.842105263157896,53.357142857142854,91577.16355071263
99095,train,842,60,60,1.0,78.65,61.166666666666664,91.36666666666666,231.18333333333334,660.0,0.33333333333333337,35.75,22.545454545454547,35.391304347826086,41.65384615384615,90184.07249978886
99937,train,912,60,60,1.0,55.416666666666664,50.46666666666667,100.88333333333334,206.76666666666668,803.0,0.2833333333333333,32.05,29.294117647058822,28.318181818181817,38.19047619047619,92064.95288341894
100849,train,827,60,60,1.0,29.716666666666665,50.983333333333334,89.71666666666667,170.41666666666666,477.0,0.09999999999999998,8.15,17.68421052631579,5.083333333333333,1.8235294117647058,84285.66211742305
101676,train,2000,58,60,0.9666666666666667,104.36206896551724,57.39655172413793,101.44827586206897,263.2068965517241,905.0,0.4137931034482759,50.827586206896555,15.4375,66.76,60.705882352941174,101481.34691706437
