source,episode,t_env,mode,ep_length,completion_rate,on_time_rate,avg_delay,avg_delivery_time,order_generate_rate,total_completed
backend_wx,94,231249,test,20000,0.88,1.0,0.0,140.72727272727272,400.0,44
backend_wx,95,231249,train,1186,1.0,0.9,3.98,153.8,23.72,50
backend_wx,96,232435,train,1050,1.0,0.9,6.9,131.78,21.0,50
backend_wx,97,233485,train,20000,0.98,0.8979591836734694,11.816326530612244,143.40816326530611,400.0,49
backend_wx,98,253485,train,1106,1.0,0.92,8.1,136.8,22.12,50
backend_wx,99,254591,train,20000,0.96,0.8958333333333334,4.020833333333333,155.08333333333334,400.0,48
backend_wx,100,274591,test,20000,0.88,0.9090909090909091,5.045454545454546,145.8181818181818,400.0,44
backend_wx,101,274591,train,20000,0.98,0.8979591836734694,5.714285714285714,143.9591836734694,400.0,49
backend_wx,102,294591,train,1134,1.0,0.96,1.08,154.18,22.68,50
backend_wx,103,295725,train,20000,0.98,0.8775510204081632,5.489795918367347,158.0204081632653,400.0,49
backend_wx,104,315725,test,20000,0.88,0.9318181818181818,4.454545454545454,130.61363636363637,400.0,44
backend_wx,105,315725,train,1202,1.0,0.96,1.7,135.46,24.04,50
backend_wx,106,316927,train,1204,1.0,0.92,3.12,141.78,24.08,50
backend_wx,107,318131,train,1213,1.0,0.96,0.98,129.86,24.26,50
backend_wx,108,319344,train,20000,0.98,0.9183673469387755,6.244897959183674,139.46938775510205,400.0,49
backend_wx,109,339344,train,1085,1.0,0.88,2.32,151.7,21.7,50
backend_wx,110,340429,train,1224,1.0,0.88,11.02,137.68,24.48,50
backend_wx,111,341653,train,1135,1.0,0.96,1.3,128.98,22.7,50
backend_wx,112,342788,train,20000,0.98,0.7959183673469388,10.326530612244898,145.3265306122449,400.0,49
backend_wx,113,362788,test,20000,0.88,0.9772727272727273,1.0227272727272727,146.4090909090909,400.0,44
backend_wx,114,362788,train,20000,0.98,0.9183673469387755,6.142857142857143,144.89795918367346,400.0,49
backend_wx,115,382788,train,1053,1.0,0.9,1.7,139.96,21.06,50
backend_wx,116,383841,train,20000,0.98,0.8571428571428571,11.244897959183673,153.16326530612244,400.0,49
backend_wx,117,403841,test,20000,0.88,0.8863636363636364,8.75,163.97727272727272,400.0,44
